mmsi,event_id,flag,nearest_ais_km,unmatched,vessel_class,size_category,speed_knots,heading,turn_off,turn_on,lat,lon,label
511766593,5827,Palau,174.8,False,tanker,VLCC,4.4,251.6,2024-07-18T22:00:00,2024-07-19T04:31:42.018884,75.3986,29.941,1
431805552,6703,Japan,24.3,False,fishing,small,9.1,106.5,2024-02-14T00:00:00,2024-02-14T00:06:00,33.939,13.1185,0
219000166,9867,Denmark,35.9,False,container,medium,11.2,279.6,2024-07-10T21:00:00,2024-07-11T00:05:52.784895,10.5759,-18.6562,0
211019379,3581,Germany,21.6,False,container,medium,14.2,18.3,2024-04-29T20:00:00,2024-04-29T21:07:00.598206,-0.2029,-10.907,0
538206313,1643,Marshall Islands,240.9,False,cargo,medium,4.5,231.4,2024-01-01T16:00:00,2024-01-02T12:42:23.462731,9.8808,54.9998,1
220757793,1306,Denmark,141.9,False,tanker,large,11.5,69.5,2024-01-12T15:00:00,2024-01-12T18:19:49.001304,36.6603,21.7912,0
431254414,4382,Japan,17.1,False,container,medium,10.9,272.3,2024-01-19T17:00:00,2024-01-19T20:56:37.976925,41.5974,-3.4242,0
674996212,9264,Tanzania,2.0,False,passenger,large,12.7,89.9,2024-09-10T18:00:00,2024-09-10T18:06:00,6.9124,113.3164,0
259916644,18017,Norway,67.1,False,bulk_carrier,small,5.2,17.3,2024-03-24T20:00:00,2024-03-24T20:06:00,-7.8496,63.9734,0
432927551,17822,Japan,56.8,False,container,small,12.7,335.8,2024-07-02T22:00:00,2024-07-02T22:06:00,11.89,105.5413,0
369800751,14321,USA,46.6,False,tanker,medium,13.2,301.7,2024-05-31T21:00:00,2024-05-31T22:14:10.955856,1.7558,2.8908,0
303779069,3897,USA,2.0,False,tanker,medium,9.6,21.8,2024-04-21T02:00:00,2024-04-21T03:30:58.901830,-1.3102,-11.6057,0
616704987,4844,Comoros,129.7,True,fishing,VLCC,2.5,343.9,2024-06-01T22:00:00,2024-06-02T04:00:44.060611,37.2585,21.8922,1
440664530,4845,South Korea,55.2,False,cargo,large,11.8,181.5,2024-01-10T09:00:00,2024-01-10T09:06:00,0.2775,76.1761,0
626662378,3252,Gabon,2.0,False,other,small,13.8,326.7,2024-10-17T16:00:00,2024-10-17T21:57:36.265496,39.2503,26.0712,0
616512262,6217,Comoros,136.8,True,tanker,large,5.3,322.3,2024-08-04T07:00:00,2024-08-04T15:51:10.561912,20.0277,53.1135,1
368134977,5227,USA,92.5,False,tanker,small,5.9,293.3,2024-10-02T19:00:00,2024-10-02T23:31:55.143910,20.6352,55.8979,0
563017963,12165,Singapore,49.6,True,cargo,small,7.0,110.6,2024-02-20T10:00:00,2024-02-20T10:06:00,-0.674,2.5346,0
626595401,684,Gabon,157.5,True,tanker,large,5.2,243.8,2024-01-02T08:00:00,2024-01-03T13:38:19.580366,44.4977,36.0627,1
511938418,12196,Palau,54.9,True,container,VLCC,10.7,250.8,2024-08-25T22:00:00,2024-08-25T22:06:00,36.06,30.6384,0
237639744,169,Greece,76.0,False,cargo,small,11.7,272.2,2024-11-08T12:00:00,2024-11-08T12:11:49.680194,14.5857,112.8273,0
565712957,10339,Singapore,11.7,False,cargo,small,17.5,233.6,2024-10-17T10:00:00,2024-10-17T13:54:14.211019,9.1659,115.0467,0
431976407,7520,Japan,70.3,False,cargo,small,11.9,228.3,2024-10-14T23:00:00,2024-10-15T01:02:16.397696,4.2334,-9.2766,0
219228705,9995,Denmark,70.5,False,bulk_carrier,small,12.0,258.9,2024-12-21T12:00:00,2024-12-21T16:40:53.542234,9.6108,110.495,0
671957961,2801,Togo,101.2,False,container,small,11.3,269.9,2024-01-23T03:00:00,2024-01-23T06:08:13.140785,5.2207,74.0423,0
220955769,1333,Denmark,63.7,False,bulk_carrier,large,5.3,168.7,2024-12-21T23:00:00,2024-12-21T23:06:00,1.5555,59.6996,0
538003038,10246,Marshall Islands,2.0,False,bulk_carrier,medium,7.1,101.7,2024-05-04T13:00:00,2024-05-04T17:07:44.133994,0.7286,-5.9221,0
218094809,7367,Germany,14.7,False,cargo,medium,12.8,201.0,2024-03-20T00:00:00,2024-03-20T00:56:34.698234,42.0883,-23.188,0
338519530,4416,USA,28.7,False,cargo,medium,12.5,318.8,2024-07-30T04:00:00,2024-07-30T04:06:00,-9.561,60.9404,0
367688800,19551,USA,77.0,False,bulk_carrier,VLCC,14.7,261.1,2024-04-04T11:00:00,2024-04-04T12:17:02.336259,13.6815,107.163,0
258806636,11363,Norway,48.3,False,cargo,medium,15.9,243.0,2024-06-10T03:00:00,2024-06-10T04:47:18.539726,30.7549,-29.7443,0
369050080,114,USA,2.0,False,bulk_carrier,medium,14.2,199.3,2024-09-19T22:00:00,2024-09-20T02:33:33.992825,14.8682,-14.8864,0
220134830,2868,Denmark,46.3,False,tanker,small,2.9,35.9,2024-05-22T14:00:00,2024-05-22T18:03:53.037366,54.199,-9.7159,0
636645510,7018,Liberia,17.5,False,cargo,VLCC,1.4,265.8,2024-08-03T09:00:00,2024-08-03T13:39:29.510438,10.9985,71.1511,0
626009399,12571,Gabon,119.1,False,tanker,large,14.1,288.6,2024-08-02T21:00:00,2024-08-03T03:41:28.343003,22.4306,78.5948,0
511380697,13466,Palau,2.0,False,bulk_carrier,VLCC,6.5,265.6,2024-04-01T22:00:00,2024-04-01T22:43:04.042997,36.3649,22.9451,0
352559922,9871,Panama,61.0,False,cargo,medium,10.4,235.0,2024-03-22T10:00:00,2024-03-22T14:54:33.558720,8.2425,-14.5612,0
626523939,5100,Gabon,300.1,True,tanker,VLCC,0.3,307.7,2024-06-28T03:00:00,2024-06-28T11:16:40.946410,54.2501,131.7763,1
637056855,5014,Liberia,113.4,False,cargo,VLCC,0.6,303.5,2024-08-31T05:00:00,2024-08-31T06:25:12.206878,27.2684,58.9056,1
237681598,6326,Greece,2.0,False,container,VLCC,15.8,195.4,2024-05-02T10:00:00,2024-05-02T10:38:11.216948,8.6539,-12.5236,0
511928934,5191,Palau,57.4,False,fishing,medium,10.8,131.2,2024-11-24T02:00:00,2024-11-24T02:06:00,42.4537,-20.3737,0
616306766,15069,Comoros,90.3,False,bulk_carrier,medium,7.6,327.8,2024-05-16T05:00:00,2024-05-16T05:06:00,39.5519,17.1563,0
432269940,14935,Japan,73.9,False,tanker,small,12.7,149.9,2024-03-10T04:00:00,2024-03-10T04:59:27.917243,11.2406,107.6759,0
511146723,4385,Palau,143.6,True,tanker,large,4.6,47.8,2024-10-15T04:00:00,2024-10-15T19:55:09.243590,7.6772,115.6748,1
613154165,4161,Cameroon,213.5,True,tanker,large,3.3,307.9,2024-02-21T18:00:00,2024-02-22T07:34:02.682830,27.2802,58.8643,1
413995076,143,China,6.5,False,cargo,medium,9.9,103.1,2024-09-07T06:00:00,2024-09-07T07:08:15.268118,37.2656,22.3265,0
237891071,17217,Greece,68.3,True,cargo,medium,12.7,305.4,2024-09-04T07:00:00,2024-09-04T10:30:58.535472,5.1823,114.3798,0
414068301,11929,China,41.5,False,bulk_carrier,small,16.7,125.3,2024-01-17T17:00:00,2024-01-17T17:06:00,32.914,19.9735,0
412152553,11974,China,6.0,False,cargo,large,12.7,98.9,2024-12-19T00:00:00,2024-12-19T00:06:00,4.2498,-6.5825,0
241353165,18465,Greece,2.0,False,container,small,11.9,152.2,2024-05-12T11:00:00,2024-05-12T11:06:00,22.9502,119.2432,0
219343059,12249,Denmark,105.4,False,cargo,medium,14.5,114.1,2024-01-14T00:00:00,2024-01-14T01:31:22.351023,14.4654,1.5361,0
674008069,1454,Tanzania,202.9,True,tanker,large,7.6,2.9,2024-11-07T16:00:00,2024-11-08T13:28:53.810332,70.8417,34.9985,1
431536784,1384,Japan,300.9,True,tanker,large,5.8,265.3,2024-12-04T19:00:00,2024-12-06T05:18:34.542799,71.9101,26.0991,1
219428050,1323,Denmark,2.0,False,tanker,large,6.4,178.6,2024-03-19T10:00:00,2024-03-19T10:06:00,-9.0152,53.0569,0
538373689,2442,Marshall Islands,188.2,False,cargo,large,5.7,210.1,2024-09-27T06:00:00,2024-09-28T09:15:41.349163,35.8295,-5.6128,1
220399870,13759,Denmark,32.8,False,tanker,medium,11.5,238.6,2024-08-17T04:00:00,2024-08-17T06:57:19.467028,45.9027,36.8431,0
626239571,1977,Gabon,51.3,False,bulk_carrier,small,2.4,78.8,2024-07-10T06:00:00,2024-07-10T06:07:49.368319,47.0552,135.029,0
232523932,12990,UK,114.7,False,cargo,VLCC,5.0,119.3,2024-07-18T08:00:00,2024-07-18T08:06:00,17.2735,118.3959,0
218916915,9449,Germany,4.6,False,cargo,small,18.8,111.5,2024-12-23T04:00:00,2024-12-23T04:06:00,11.7161,109.0247,0
440515989,11727,South Korea,58.4,False,tanker,small,2.7,132.1,2024-01-02T00:00:00,2024-01-02T00:06:00,43.1696,-10.7869,0
616832182,3548,Comoros,196.3,True,tanker,large,2.9,311.1,2024-08-01T15:00:00,2024-08-02T04:49:31.252348,44.4547,38.0878,1
674426552,6251,Tanzania,230.0,True,tanker,large,5.4,88.2,2024-06-14T00:00:00,2024-06-14T18:57:03.102617,35.9391,-5.5015,1
432025344,13514,Japan,19.6,False,tanker,medium,10.6,101.4,2024-03-05T20:00:00,2024-03-05T20:06:00,19.857,113.3175,0
369653074,11868,USA,29.1,False,bulk_carrier,VLCC,2.6,358.0,2024-01-19T17:00:00,2024-01-19T17:06:00,49.1144,-22.571,0
563065009,16485,Singapore,52.9,False,bulk_carrier,VLCC,14.5,194.0,2024-10-01T00:00:00,2024-10-01T00:06:00,50.1128,-34.6989,0
219799935,14810,Denmark,58.0,False,cargo,medium,11.9,321.4,2024-05-16T15:00:00,2024-05-16T20:54:48.037502,52.2004,137.7952,0
511891382,8688,Palau,58.0,False,tanker,small,17.4,344.1,2024-11-19T23:00:00,2024-11-20T00:52:58.366354,3.8907,-3.8312,0
538243837,8474,Marshall Islands,122.8,False,container,large,12.3,211.9,2024-09-12T21:00:00,2024-09-12T21:06:00,41.6039,30.9049,0
511284363,5360,Palau,177.0,False,tanker,large,7.8,143.8,2024-02-14T04:00:00,2024-02-15T04:29:34.683378,43.2067,39.9538,1
637680618,5864,Liberia,86.7,True,tanker,large,3.1,150.9,2024-04-27T07:00:00,2024-04-27T07:30:00,16.2688,107.0214,1
232069044,14489,UK,48.3,False,tanker,small,8.5,303.6,2024-04-08T18:00:00,2024-04-09T00:28:49.851731,38.4881,-21.5651,0
674964899,16744,Tanzania,114.4,False,passenger,VLCC,9.0,4.5,2024-02-23T14:00:00,2024-02-23T18:47:20.075019,11.7066,-16.0226,0
538015695,18334,Marshall Islands,86.2,False,bulk_carrier,small,4.5,96.4,2024-06-18T05:00:00,2024-06-18T05:06:00,12.6454,118.4443,0
616270134,1430,Comoros,152.6,True,tanker,large,8.5,66.8,2024-10-04T14:00:00,2024-10-06T04:29:44.009955,69.6651,50.6889,1
432185677,17189,Japan,2.0,False,tanker,medium,12.6,125.3,2024-06-25T02:00:00,2024-06-25T02:06:00,5.3533,69.9783,0
538134195,6610,Marshall Islands,59.4,False,container,large,12.7,76.6,2024-02-26T14:00:00,2024-02-26T20:37:11.531404,70.2784,36.6049,0
626442740,9444,Gabon,2.2,False,container,medium,13.7,57.1,2024-11-20T07:00:00,2024-11-20T12:54:42.929126,-2.8708,-2.5632,0
431128234,11248,Japan,73.5,False,fishing,medium,8.4,141.3,2024-02-06T12:00:00,2024-02-06T12:47:53.242729,24.1554,70.1448,0
565374268,11469,Singapore,120.1,False,container,large,16.8,5.0,2024-10-01T09:00:00,2024-10-01T09:29:05.327547,19.9462,115.194,0
432464828,2037,Japan,2.0,False,bulk_carrier,small,12.3,170.0,2024-09-04T04:00:00,2024-09-04T04:06:00,19.9176,106.7687,0
616067906,2704,Comoros,109.9,True,cargo,medium,8.0,333.7,2024-07-30T10:00:00,2024-07-30T10:48:18.476064,5.8603,-5.5531,0
538947401,2752,Marshall Islands,192.4,False,tanker,large,7.9,159.3,2024-07-29T23:00:00,2024-07-30T21:40:11.266761,46.1086,40.7907,1
413189961,16889,China,86.2,False,tanker,VLCC,13.2,340.4,2024-09-21T00:00:00,2024-09-21T01:44:09.375788,24.4535,64.2319,0
671869245,10564,Togo,23.9,False,container,large,5.2,15.9,2024-02-07T18:00:00,2024-02-07T21:00:43.697494,33.3639,14.8584,0
565392441,15838,Singapore,92.0,False,tanker,large,6.4,86.8,2024-06-30T18:00:00,2024-06-30T21:05:55.302284,0.2631,109.2691,0
258324016,14787,Norway,94.9,False,tanker,medium,2.6,346.7,2024-01-16T10:00:00,2024-01-16T10:35:18.690661,-3.3983,0.5671,0
616415188,8804,Comoros,53.0,False,other,large,8.0,302.7,2024-12-01T21:00:00,2024-12-01T23:32:22.643942,36.4795,35.8133,0
218979892,16053,Germany,46.7,False,cargo,VLCC,13.0,148.9,2024-06-22T15:00:00,2024-06-22T17:00:23.118148,7.3565,113.9898,0
233545187,13247,UK,45.4,False,cargo,medium,12.0,20.2,2024-07-18T15:00:00,2024-07-18T18:04:27.331571,5.53,-4.8433,0
366455791,7132,USA,74.6,False,cargo,large,12.3,105.0,2024-01-30T03:00:00,2024-01-30T05:09:41.537972,47.1225,-22.2019,0
511421756,452,Palau,169.0,True,passenger,large,7.4,260.5,2024-12-09T14:00:00,2024-12-10T12:44:06.695003,71.4557,29.9402,1
219839362,12331,Denmark,81.9,False,cargo,VLCC,4.1,290.7,2024-11-07T14:00:00,2024-11-07T16:02:41.132576,18.5353,107.7147,0
616777865,1607,Comoros,141.9,True,tanker,large,0.0,189.0,2024-09-20T19:00:00,2024-09-22T05:21:06.382498,31.5183,-8.3966,1
351491945,4814,Panama,145.0,True,tanker,VLCC,4.3,348.4,2024-12-24T02:00:00,2024-12-25T02:51:42.416097,39.5374,1.693,1
674969864,5956,Tanzania,197.0,True,tanker,VLCC,6.1,313.2,2024-12-26T23:00:00,2024-12-27T05:24:01.859930,43.7409,36.9083,1
431882535,6439,Japan,198.0,False,tanker,large,0.4,56.3,2024-06-23T03:00:00,2024-06-24T05:44:51.227386,48.0649,-8.638,1
366976473,8973,USA,92.8,False,cargo,medium,11.9,298.1,2024-09-25T17:00:00,2024-09-25T17:26:12.129129,36.5641,22.9483,0
671828908,1982,Togo,64.3,False,cargo,medium,9.0,56.6,2024-09-13T08:00:00,2024-09-13T10:30:54.108904,-3.3948,78.2023,0
412463439,8217,China,35.0,False,tanker,large,19.7,31.6,2024-05-21T04:00:00,2024-05-21T08:35:41.673587,14.8426,76.4594,0
616909749,9683,Comoros,105.7,False,fishing,large,15.7,311.5,2024-03-20T09:00:00,2024-03-20T09:06:00,69.3104,34.6014,0
220570469,5278,Denmark,65.2,False,cargo,large,5.5,203.7,2024-03-13T13:00:00,2024-03-13T15:13:05.313447,8.3835,76.125,0
441132100,4794,South Korea,214.5,True,tanker,VLCC,3.9,5.7,2024-03-16T07:00:00,2024-03-17T09:59:44.262123,35.8371,-2.0396,1
671772674,12982,Togo,2.0,False,container,small,8.9,323.0,2024-11-25T17:00:00,2024-11-25T18:13:52.370568,-2.8038,0.5749,0
511533197,16776,Palau,8.2,False,cargo,medium,13.2,117.2,2024-04-24T04:00:00,2024-04-24T04:27:04.728430,37.6441,-27.3027,0
671403592,18226,Togo,10.3,False,passenger,medium,4.1,156.2,2024-04-22T11:00:00,2024-04-22T14:51:36.120611,37.2321,22.0356,0
564706915,1686,Singapore,36.1,False,tanker,large,12.4,354.6,2024-03-13T12:00:00,2024-03-13T15:36:45.981855,-4.4441,71.1793,0
626650172,15094,Gabon,66.2,False,tanker,small,11.1,209.4,2024-03-03T04:00:00,2024-03-03T04:06:00,31.0201,1.1094,0
239652647,19787,Greece,37.8,False,bulk_carrier,medium,6.8,187.5,2024-10-04T03:00:00,2024-10-04T03:06:00,14.466,105.4452,0
440879731,3399,South Korea,48.3,False,cargo,small,4.3,154.4,2024-08-04T03:00:00,2024-08-04T03:06:00,34.0873,22.4645,0
564821778,5688,Singapore,116.5,False,tanker,large,5.8,121.9,2024-02-27T19:00:00,2024-02-27T21:32:21.464928,-9.6177,54.6897,0
671248608,6288,Togo,122.1,False,bulk_carrier,medium,10.2,352.3,2024-07-29T02:00:00,2024-07-29T07:27:02.058758,-8.9379,65.3924,0
671166059,17006,Togo,43.6,False,tanker,medium,11.2,240.5,2024-07-31T04:00:00,2024-07-31T05:00:32.438671,53.7662,-21.3781,0
369520794,1951,USA,33.7,False,cargo,large,3.8,3.0,2024-11-12T09:00:00,2024-11-12T09:06:00,10.8334,-0.119,0
211201328,462,Germany,65.4,False,cargo,large,12.2,210.6,2024-11-19T05:00:00,2024-11-19T05:06:00,6.9175,105.5126,0
240803800,1103,Greece,23.3,False,tanker,small,10.8,1.8,2024-01-31T20:00:00,2024-02-01T05:16:37.666000,11.475,59.9073,0
369669764,8820,USA,2.0,False,bulk_carrier,large,7.1,222.4,2024-04-28T23:00:00,2024-04-28T23:06:00,44.1611,-31.756,0
431796422,8278,Japan,124.1,False,tanker,large,10.5,307.1,2024-02-04T01:00:00,2024-02-04T06:53:48.851284,48.0371,-17.5507,0
511743275,2673,Palau,79.3,False,cargo,medium,20.7,244.4,2024-05-07T14:00:00,2024-05-07T15:35:05.505279,74.2086,40.2016,0
413726398,9306,China,2.0,False,cargo,large,10.7,100.0,2024-01-20T17:00:00,2024-01-20T21:14:49.783688,6.6969,72.0754,0
563021941,7777,Singapore,60.8,False,fishing,small,11.8,184.7,2024-02-10T19:00:00,2024-02-10T22:16:14.439506,36.6202,35.3551,0
616125141,2082,Comoros,195.3,False,tanker,large,0.0,298.6,2024-06-23T16:00:00,2024-06-24T16:52:42.360131,24.645,59.6179,1
616688920,3087,Comoros,37.0,False,tanker,small,4.6,129.3,2024-12-05T11:00:00,2024-12-05T13:16:47.537283,17.6839,115.9286,0
626276872,4942,Gabon,19.1,True,fishing,medium,4.8,98.4,2024-02-26T01:00:00,2024-02-26T01:06:00,53.2994,-34.052,0
220728035,8481,Denmark,6.5,False,container,small,13.8,78.1,2024-09-20T10:00:00,2024-09-20T12:03:53.883355,12.2315,110.5205,0
636435727,6995,Liberia,77.2,False,container,medium,12.5,328.7,2024-03-19T13:00:00,2024-03-19T13:06:00,-3.9379,-1.8264,0
613489364,5814,Cameroon,36.8,True,cargo,medium,11.7,351.3,2024-09-28T17:00:00,2024-09-28T17:32:51.049705,53.2153,-20.022,0
220514625,3595,Denmark,142.8,False,tanker,medium,9.8,215.6,2024-04-29T21:00:00,2024-04-29T21:30:00,16.1085,112.735,1
259709454,10550,Norway,13.1,False,tanker,small,13.2,89.3,2024-04-10T03:00:00,2024-04-10T04:17:51.465114,19.7028,110.8938,0
626614860,6676,Gabon,112.6,True,tanker,medium,13.4,329.7,2024-12-24T21:00:00,2024-12-25T02:13:39.996953,-1.3331,-0.4594,0
440168898,4086,South Korea,66.0,False,cargo,large,2.8,146.9,2024-10-31T15:00:00,2024-10-31T15:06:00,37.4226,20.2758,0
613970497,10894,Cameroon,44.6,False,bulk_carrier,large,13.1,223.2,2024-05-31T04:00:00,2024-05-31T10:21:34.494695,13.4831,2.4302,0
637363295,11704,Liberia,43.3,False,cargo,VLCC,12.0,164.4,2024-04-01T13:00:00,2024-04-01T15:16:16.353079,19.7205,55.9005,0
353505104,18357,Panama,22.6,True,passenger,small,12.3,279.3,2024-09-01T01:00:00,2024-09-01T04:05:45.041884,18.844,109.5245,0
564482193,1570,Singapore,122.5,False,container,small,10.3,255.5,2024-07-15T02:00:00,2024-07-15T02:06:00,70.562,41.1596,0
636044611,2948,Liberia,233.7,True,tanker,VLCC,5.0,315.2,2024-01-29T06:00:00,2024-01-30T04:50:25.476619,44.5268,37.231,1
412255496,13321,China,2.0,False,fishing,small,10.5,32.0,2024-08-09T20:00:00,2024-08-09T20:06:00,4.6425,-18.7742,0
412972792,17408,China,33.4,False,other,medium,9.0,114.7,2024-12-25T23:00:00,2024-12-25T23:06:00,10.9917,-15.946,0
352016513,400,Panama,51.1,False,cargo,small,8.9,286.0,2024-12-01T09:00:00,2024-12-01T09:51:04.909455,34.831,31.1625,0
338478460,16970,USA,69.2,False,tanker,medium,14.1,228.2,2024-09-15T12:00:00,2024-09-15T13:52:03.568377,3.4272,-15.4993,0
538555262,4451,Marshall Islands,161.9,True,tanker,VLCC,0.0,196.0,2024-02-27T19:00:00,2024-02-28T13:36:45.498120,34.8157,7.2892,1
431754572,12930,Japan,78.1,False,container,small,12.3,235.4,2024-07-31T21:00:00,2024-08-01T00:36:06.302153,1.3879,1.6793,0
511676455,8562,Palau,79.7,True,container,large,8.8,170.7,2024-01-28T13:00:00,2024-01-28T17:43:06.605079,13.5207,-16.2579,0
413524412,2293,China,5.7,False,tanker,large,17.7,1.6,2024-02-11T08:00:00,2024-02-11T11:28:56.332084,35.4025,-9.3851,0
219678384,6165,Denmark,213.0,False,tanker,VLCC,5.4,67.5,2024-01-22T03:00:00,2024-01-23T22:49:52.410455,7.6176,105.0608,1
565856170,14871,Singapore,116.5,False,fishing,medium,11.3,263.5,2024-02-11T04:00:00,2024-02-11T05:25:03.244537,-1.4813,69.6179,0
218160064,7929,Germany,14.6,False,tanker,medium,7.9,57.4,2024-10-16T18:00:00,2024-10-16T19:13:23.392637,43.0505,40.0205,0
637435476,17175,Liberia,76.1,False,tanker,small,10.8,4.4,2024-11-19T07:00:00,2024-11-19T07:06:00,37.0294,11.2402,0
440545277,3474,South Korea,27.9,False,cargo,small,11.3,69.6,2024-06-18T11:00:00,2024-06-18T15:44:04.671217,9.9531,109.0097,0
636685036,1561,Liberia,16.4,False,bulk_carrier,medium,8.2,7.3,2024-05-31T02:00:00,2024-05-31T03:19:32.854533,11.3791,119.0876,0
218527170,15210,Germany,2.0,False,container,large,6.8,114.9,2024-01-22T15:00:00,2024-01-22T21:51:33.195119,49.3855,-34.5874,0
237648503,10294,Greece,121.4,False,fishing,large,2.5,114.1,2024-04-25T17:00:00,2024-04-25T17:10:09.825869,35.6668,26.7,0
626878143,5467,Gabon,75.5,False,tanker,medium,5.3,14.1,2024-06-25T08:00:00,2024-06-25T08:06:00,-4.2751,3.7472,0
431580815,16359,Japan,56.5,False,tanker,small,8.7,261.3,2024-03-09T00:00:00,2024-03-09T04:58:30.085616,41.2548,13.331,0
369101051,13560,USA,106.8,False,bulk_carrier,medium,6.8,222.0,2024-09-30T07:00:00,2024-09-30T10:14:19.079763,3.5431,111.2685,0
538457214,2116,Marshall Islands,81.1,False,cargo,small,9.1,144.6,2024-09-01T14:00:00,2024-09-01T21:20:11.931842,11.3498,52.4654,0
671908768,6672,Togo,2.0,False,tanker,medium,8.5,54.3,2024-02-09T22:00:00,2024-02-09T22:06:00,14.5025,105.208,0
235799406,3072,UK,63.1,True,fishing,medium,7.3,318.6,2024-05-18T12:00:00,2024-05-18T12:06:00,39.9737,22.2442,0
351813655,5383,Panama,163.1,True,tanker,large,1.7,324.9,2024-06-05T19:00:00,2024-06-06T19:59:39.369881,15.8565,65.9367,1
237957020,943,Greece,78.5,False,passenger,small,6.0,292.6,2024-11-06T13:00:00,2024-11-06T13:36:36.582041,-4.2658,60.0426,0
240792832,8114,Greece,79.0,False,cargo,medium,12.5,338.9,2024-08-07T16:00:00,2024-08-08T00:13:14.440188,38.4891,12.5318,0
414887717,5551,China,240.6,True,tanker,large,6.4,265.5,2024-04-02T23:00:00,2024-04-03T16:36:45.728670,44.868,40.2862,1
511321497,11598,Palau,107.6,False,passenger,large,13.6,116.9,2024-09-14T13:00:00,2024-09-14T17:38:48.436534,38.7341,-1.3086,0
626422412,16244,Gabon,22.5,False,bulk_carrier,large,14.2,286.9,2024-08-30T19:00:00,2024-08-30T19:06:00,41.0105,3.4917,0
351413375,13714,Panama,28.0,False,cargo,large,8.0,62.1,2024-12-26T22:00:00,2024-12-27T01:44:54.594521,20.311,117.9036,0
626128353,1633,Gabon,269.9,True,cargo,medium,1.2,150.8,2024-03-13T10:00:00,2024-03-14T23:05:24.751152,73.2417,41.8382,1
412618011,18919,China,47.3,False,tanker,medium,6.4,322.4,2024-03-25T09:00:00,2024-03-25T15:26:08.091648,-4.0952,-4.8704,0
613970497,10895,Cameroon,21.4,False,bulk_carrier,large,12.6,318.9,2024-06-04T08:00:00,2024-06-04T08:06:00,45.6598,-15.4541,0
233599104,6483,UK,8.8,True,fishing,medium,8.9,6.8,2024-05-30T07:00:00,2024-05-30T10:50:28.225049,51.0235,-33.8229,0
431798971,8791,Japan,91.9,False,cargo,medium,12.0,37.3,2024-05-26T13:00:00,2024-05-26T18:47:38.832553,41.3215,-3.8683,0
354943387,3299,Panama,167.5,False,tanker,medium,6.0,103.2,2024-12-05T10:00:00,2024-12-05T10:30:00,70.1437,32.1651,1
233602348,1830,UK,2.0,False,cargo,large,8.2,144.4,2024-08-26T06:00:00,2024-08-26T06:06:00,50.3473,-39.5942,0
258964243,15480,Norway,64.2,False,cargo,large,11.0,147.9,2024-04-19T07:00:00,2024-04-19T11:14:00.628657,12.1722,105.8544,0
218825717,8222,Germany,38.3,False,tanker,small,8.8,242.9,2024-01-01T08:00:00,2024-01-01T12:36:18.655681,-0.1829,77.4702,0
616708904,4185,Comoros,83.8,False,bulk_carrier,small,10.7,156.8,2024-05-19T02:00:00,2024-05-19T05:41:54.757013,20.7804,108.1109,0
413519898,19154,China,72.7,False,container,large,3.1,41.3,2024-06-01T09:00:00,2024-06-01T10:49:02.086341,4.1016,116.0593,0
671578465,467,Togo,224.8,True,tanker,VLCC,4.2,30.5,2024-11-16T14:00:00,2024-11-16T21:35:51.978051,24.866,55.5713,1
240980570,5705,Greece,2.0,False,cargo,medium,14.7,181.0,2024-06-13T16:00:00,2024-06-13T16:06:00,-2.4452,4.2019,0
565759903,6407,Singapore,90.0,False,fishing,medium,15.4,218.3,2024-05-22T13:00:00,2024-05-23T00:22:03.447429,16.8444,116.7901,0
626502435,740,Gabon,2.0,False,tanker,large,10.9,240.1,2024-03-03T12:00:00,2024-03-03T14:47:39.661219,2.3303,-11.0495,0
414299390,16236,China,60.1,False,cargo,medium,10.7,3.2,2024-05-05T13:00:00,2024-05-05T18:15:30.417224,35.8271,-5.559,0
538308619,9145,Marshall Islands,97.6,True,tanker,VLCC,13.8,46.0,2024-03-28T09:00:00,2024-03-28T10:29:16.286478,7.2264,105.667,0
674505735,2857,Tanzania,19.7,True,tanker,large,2.3,121.4,2024-07-10T22:00:00,2024-07-11T01:22:04.650357,27.05,59.0637,1
234834396,19083,UK,72.0,False,tanker,large,10.6,112.6,2024-08-25T18:00:00,2024-08-25T18:06:00,33.1882,27.7971,0
241182728,4244,Greece,38.1,False,tanker,large,11.6,24.5,2024-07-23T02:00:00,2024-07-23T02:06:00,0.8368,-4.869,0
235376367,14424,UK,72.2,False,container,small,3.3,80.9,2024-12-13T15:00:00,2024-12-13T15:06:00,3.0311,105.1335,0
637952116,2895,Liberia,27.0,True,container,medium,11.3,311.2,2024-05-05T19:00:00,2024-05-05T22:48:28.217799,31.859,-19.4028,0
240691856,16239,Greece,43.4,False,bulk_carrier,small,8.9,273.3,2024-08-06T04:00:00,2024-08-06T04:06:00,19.3386,115.4461,0
563387746,7878,Singapore,69.5,False,cargo,medium,17.1,206.9,2024-06-22T22:00:00,2024-06-23T00:30:58.848426,36.2684,-3.3234,0
538666377,4640,Marshall Islands,132.8,True,cargo,VLCC,4.5,299.6,2024-09-03T02:00:00,2024-09-03T21:14:22.730983,36.3681,22.5683,1
637011900,3542,Liberia,2.0,False,cargo,medium,19.1,229.9,2024-05-02T15:00:00,2024-05-02T16:36:20.512500,19.2715,119.2635,0
671140156,1097,Togo,2.0,False,fishing,small,4.6,193.0,2024-11-17T15:00:00,2024-11-17T15:06:00,53.8019,-12.0295,0
